,Date,Price
0,0.0,0.0037863999999999997
1,2.54427030327702e-05,0.0038154
2,5.08854060655404e-05,0.0037497000000000003
3,7.63281090983106e-05,0.0036915
4,0.0001017708121310808,0.0037604
5,0.00012721351516385102,0.0037402
6,0.0001526562181966212,0.0037426
7,0.00017809892122939142,0.0036094
8,0.0002035416242621616,0.0035126999999999997
9,0.00022898432729493183,0.0034462
10,0.00025442703032770204,0.0034713
11,0.0002798697333604722,0.0035094
12,0.0003053124363932424,0.0034747000000000003
13,0.00033075513942601263,0.0035114
14,0.00035619784245878285,0.003451
15,0.000381640545491553,0.0032608
16,0.0004070832485243232,0.0031917
17,0.00043252595155709344,0.0031075
18,0.00045796865458986365,0.0031701
19,0.0004834113576226338,0.0032957
20,0.0005088540606554041,0.0031924
21,0.0005342967636881742,0.0033067
22,0.0005597394667209444,0.0033405
23,0.0005851821697537146,0.0032188
24,0.0006106248727864848,0.0031861000000000003
25,0.000636067575819255,0.0032716000000000004
26,0.0006615102788520253,0.0031517000000000003
27,0.0006869529818847955,0.0031680000000000002
28,0.0007123956849175657,0.0031244
29,0.0007378383879503358,0.0030987000000000002
30,0.000763281090983106,0.0031969999999999998
31,0.2264400569916548,0.0031392
32,0.22646549969468757,0.0031458999999999997
33,0.22649094239772033,0.0027985
34,0.22651638510075311,0.0026363
35,0.22654182780378587,0.0027294999999999997
36,0.22656727050681866,0.0028558
37,0.22659271320985142,0.0029488
38,0.22661815591288417,0.0028325
39,0.22664359861591696,0.0028883999999999997
40,0.22666904131894972,0.0027407
41,0.2266944840219825,0.0026537
42,0.22671992672501526,0.0026709
43,0.22674536942804804,0.0022697999999999998
44,0.2267708121310808,0.0017728
45,0.2267962548341136,0.0021046
46,0.22682169753714634,0.0020722
47,0.22684714024017913,0.0019962
48,0.2268725829432119,0.0020993
49,0.22689802564624464,0.0021398
50,0.22692346834927743,0.0021048
51,0.2269489110523102,0.0022597999999999997
52,0.22697435375534297,0.0023266
53,0.22699979645837573,0.0023297
54,0.22702523916140852,0.0024799
55,0.22705068186444127,0.0025451
56,0.22707612456747406,0.0027194999999999997
57,0.22710156727050682,0.0026206
58,0.2271270099735396,0.0023321
59,0.22715245267657236,0.002324
60,0.22717789537960512,0.002265
61,0.2272033380826379,0.0021690999999999998
62,0.22898432729493182,0.002264
63,0.22900976999796457,0.0023753999999999997
64,0.22903521270099736,0.0022696
65,0.22906065540403012,0.0022673
66,0.2290860981070629,0.0021677000000000003
67,0.22911154081009566,0.0022248
68,0.22913698351312844,0.0022733000000000002
69,0.2291624262161612,0.0022287
70,0.229187868919194,0.0022017
71,0.22921331162222675,0.0022008
72,0.2292387543252595,0.0021949
73,0.2292641970282923,0.0022185
74,0.22928963973132505,0.0023579
75,0.22931508243435783,0.0025747
76,0.2293405251373906,0.0023433
77,0.22936596784042337,0.0023356
78,0.22939141054345613,0.002436
79,0.22941685324648892,0.0023621000000000002
80,0.22944229594952167,0.0023983
81,0.22946773865255446,0.0024378
82,0.22949318135558722,0.0024426
83,0.22951862405861997,0.0023553
84,0.22954406676165276,0.0023808
85,0.22956950946468552,0.0023875999999999997
86,0.2295949521677183,0.0023725
87,0.22962039487075106,0.002361
88,0.22964583757378385,0.0025250999999999997
89,0.2296712802768166,0.0025353
90,0.23152859759820885,0.0025874
91,0.2315540403012416,0.0027135
92,0.23157948300427436,0.0028144999999999997
93,0.23160492570730715,0.0027192
94,0.2316303684103399,0.0027486000000000003
95,0.2316558111133727,0.0027221
96,0.23168125381640545,0.0027589
97,0.23170669651943823,0.0027448000000000004
98,0.231732139222471,0.0028851999999999997
99,0.23175758192550378,0.0029051
100,0.23178302462853653,0.0029582999999999996
101,0.23180846733156932,0.0029387000000000003
102,0.23183391003460208,0.0028428
103,0.23185935273763483,0.0028136000000000003
104,0.23188479544066762,0.0028534
105,0.23191023814370038,0.0029038
106,0.23193568084673316,0.0028445999999999996
107,0.23196112354976592,0.0025537
108,0.2319865662527987,0.0025974
109,0.23201200895583146,0.0026084
110,0.23203745165886425,0.0025962
111,0.232062894361897,0.0026780000000000003
112,0.2320883370649298,0.0026594
113,0.23211377976796255,0.0024544
114,0.23213922247099533,0.0024613
115,0.2321646651740281,0.0024765
116,0.23219010787706085,0.0024658
117,0.23221555058009363,0.0025225
118,0.2322409932831264,0.0024202
119,0.23226643598615918,0.0024684999999999998
120,0.23229187868919193,0.0024338999999999997
121,0.23407286790148585,0.0024655000000000002
122,0.23409831060451863,0.0025226
123,0.2341237533075514,0.0025353999999999997
124,0.23414919601058418,0.0025312
125,0.23417463871361693,0.0025995
126,0.2342000814166497,0.0025452
127,0.23422552411968248,0.0025280000000000003
128,0.23425096682271523,0.0024436
129,0.23427640952574802,0.0024326
130,0.23430185222878078,0.0023522
131,0.23432729493181356,0.0023612
132,0.23435273763484632,0.0023564
133,0.2343781803378791,0.0022341
134,0.23440362304091186,0.0021827
